recall_id,prod_start,prod_end,recall_date,recall_count,recall_reason,car_id,defect_id
1249,2012-12-12,2014-04-30,2015-12-01,47,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,898,13
1250,2011-04-20,2012-09-28,2015-12-01,53,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,899,13
1251,2013-06-14,2014-05-07,2015-12-01,163,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,900,13
1252,2011-04-07,2014-01-24,2015-12-01,67,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,901,13
1253,2012-06-25,2014-04-15,2015-12-01,11,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,902,13
1254,2012-02-06,2014-04-07,2015-12-01,12,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성,903,13
1255,2013-02-20,2015-08-06,2015-12-01,58,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성,904,1
1256,2001-07-24,2009-03-26,2015-12-01,821,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성,905,1
1257,2011-09-21,2015-08-19,2015-12-01,528,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성,906,1
1258,2014-01-24,2015-10-27,2015-12-01,163,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성,439,3
1259,2014-01-24,2015-10-27,2015-12-01,226,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성,907,3
1260,2014-10-29,2015-02-10,2015-12-01,1954,파워 테일게이트 ECU(전자제어장치) 전기 배선 연결부에 수분이 유입되어 파워 테일게이트가 작동되지 않거나 전기배선에서 화재가 발생할 가능성,710,6
1261,2014-08-29,2014-08-29,2015-12-01,4,전기 배선 커넥터의 접촉불량으로 시동이 꺼지거나 가속이 되지 않을 가능성,908,6
1262,2014-04-08,2015-11-21,2015-12-07,184,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있는 가능성,883,3
1263,2013-05-13,2015-11-19,2015-12-07,537,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있는 가능성,909,3
1264,2015-09-11,2015-09-11,2015-12-11,2,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성,910,11
1265,2015-09-11,2015-09-11,2015-12-11,1,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성,911,11
1266,2009-09-01,2010-04-22,2015-12-17,209,운전석 파워 윈도우 스위치 내부에 윤활용 그리스 도포방법이 부적절하여 전기접촉점의 마모로 생긴 파편이 합선을 일으켜 과열로 인한 화재 발생 가능성,912,6
1267,2009-02-27,2010-04-28,2015-12-17,587,운전석 파워 윈도우 스위치 내부에 윤활용 그리스 도포방법이 부적절하여 전기접촉점의 마모로 생긴 파편이 합선을 일으켜 과열로 인한 화재 발생 가능성,913,6
1268,2008-07-15,2009-09-03,2015-12-18,1162,엔진 점화장치(점화코일) 내부의 코일 불량으로 점화성능이 저하되어 주행중 시동이 꺼질 가능성,757,3
1269,2011-01-01,2014-12-31,2015-12-23,7301,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,914,7
1270,2011-01-01,2014-12-31,2015-12-23,5156,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,915,7
1271,2010-01-01,2010-12-31,2015-12-23,27,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,916,7
1272,2010-01-01,2010-12-31,2015-12-23,2,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,917,7
1273,2014-03-19,2014-03-19,2015-12-23,1,연료히팅 릴레이에 수분이 유입되어 릴레이가 단락으로 파손되어 재시동 불가,918,5
1274,2010-07-28,2010-07-28,2015-12-23,1,연료히팅 릴레이에 수분이 유입되어 릴레이가 단락으로 파손되어 재시동 불가,919,5
1275,2015-08-13,2015-08-19,2015-12-23,4,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,920,7
1276,2014-10-27,2015-05-05,2015-12-23,19,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,921,7
1277,2015-04-21,2015-08-03,2015-12-23,83,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,847,7
1278,2015-04-21,2015-07-23,2015-12-23,11,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,922,7
1279,2015-07-08,2015-08-27,2015-12-23,41,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,701,7
1280,2014-07-02,2015-07-15,2015-12-23,3,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,843,7
1281,2015-04-07,2015-08-25,2015-12-23,53,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,702,7
1282,2015-04-09,2015-08-17,2015-12-23,95,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,923,7
1283,2014-07-20,2015-08-06,2015-12-23,37,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,924,7
1284,2015-07-17,2015-08-19,2015-12-23,9,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,925,7
1285,2015-07-30,2015-07-30,2015-12-23,1,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,857,7
1286,2015-04-07,2015-08-11,2015-12-23,65,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,926,7
1287,2015-07-08,2015-07-31,2015-12-23,11,앞 우측 에어백(조수석)의 제작결함(인플레인터 용접 불량)이 발생하여 에어백 작동시 전개속도가 느려져 에어백 기능이 제대로 되지 않을 가능성,703,7
1288,2015-07-09,2015-09-15,2015-12-23,3,사이드 커튼 에어백의 조립불량으로 에어백 작동시 에어백 미전개 가능성,927,7
1289,2015-01-02,2015-10-23,2015-12-23,6,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장,928,1
1290,2015-01-02,2015-10-23,2015-12-23,13,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장,929,1
1291,2015-01-02,2015-10-23,2015-12-23,6,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장,930,1
1292,2015-01-02,2015-10-23,2015-12-23,22,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장,931,1
1293,2015-01-02,2015-10-23,2015-12-23,2,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장,932,1
1294,2011-01-01,2014-12-31,2015-12-23,6928,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,933,7
1295,2012-01-01,2013-12-31,2015-12-23,620,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,934,7
1296,2011-01-01,2014-12-31,2015-12-23,2660,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,935,7
1297,2012-01-01,2014-12-31,2015-12-23,5117,클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성,936,7
1298,2012-04-27,2015-06-17,2015-12-23,2,연료히팅 릴레이에 수분이 유입되어 릴레이가 단락으로 파손되어 재시동 불가,937,5
1299,2015-07-21,2015-07-21,2015-12-24,9,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가,938,1
1300,2015-07-15,2015-07-15,2015-12-24,6,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가,939,1
1301,2015-07-15,2015-07-15,2015-12-24,3,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가,940,1
1302,2015-06-10,2015-07-16,2015-12-28,22,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,941,3
1303,2015-06-10,2015-07-16,2015-12-28,70,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,656,3
1304,2015-06-10,2015-07-16,2015-12-28,129,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,657,3
1305,2015-03-16,2015-04-20,2015-12-28,74,잘못된 전조등 광축 설정으로 전조등이 상향으로 높아 질 수 있어 마주오는 운전자의 눈부심 증대 가능성,655,10
1306,2015-06-10,2015-07-16,2015-12-28,37,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,659,3
1307,2015-06-10,2015-07-16,2015-12-28,116,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,688,3
1308,2015-06-10,2015-07-16,2015-12-28,95,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,942,3
1309,2015-06-10,2015-07-16,2015-12-28,443,다이나믹 엔진 후드가 작동되는 전방 충돌이 발생할 경우 엔진후드가 정상적으로 작동되지 않을 가능성,943,3
1310,2002-02-07,2003-02-07,2015-12-28,4418,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성,499,7
1311,2015-03-16,2015-04-20,2015-12-28,118,잘못된 전조등 광축 설정으로 전조등이 상향으로 높아 질 수 있어 마주오는 운전자의 눈부심 증대 가능성,513,10
1312,2015-10-28,2015-11-19,2015-12-28,10,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,611,5
1313,2015-10-28,2015-11-19,2015-12-28,4,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,619,5
1314,2015-10-28,2015-11-19,2015-12-28,7,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,749,5
1315,2015-10-28,2015-11-19,2015-12-28,352,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,942,5
1316,2015-10-28,2015-11-19,2015-12-28,190,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,943,5
1317,2015-10-28,2015-11-19,2015-12-28,75,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,944,5
1318,2015-10-28,2015-11-19,2015-12-28,2,고압 연료라인 크랙이 발생할 수 있어 연료 누유 발생으로 인한 화재 가능성,746,5
1319,2014-01-27,2014-12-01,2015-12-28,90,전동식 파워 스티어링 소프트웨어 결함으로 파워스티어링이 작동되지 않아 안전운행에 지장,945,2
1320,2014-01-27,2014-12-01,2015-12-28,1,전동식 파워 스티어링 소프트웨어 결함으로 파워스티어링이 작동되지 않아 안전운행에 지장,946,2
1321,2013-12-01,2015-02-28,2015-12-28,12848,측면 부위의 미세한 크랙으로 주행시 타이어 공기압이 낮아질 가능성,247,11
1322,2013-08-09,2015-07-06,2015-12-30,10237,연료 파이프 굴곡부와 엔진 상부 커버의 간섭으로 마모가 발생하여 연료가 누유되고 화재가 발생할 가능성,947,3
1323,2014-03-27,2014-03-27,2016-01-11,1,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있음,948,3
1324,2014-08-22,2015-11-11,2016-01-11,8,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있음,949,3
1325,2015-11-05,2015-11-05,2016-01-11,3,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있음,950,3
1326,2013-08-22,2015-11-12,2016-01-11,57,엔진 ECU(전자제어시스템) 프로그램 결함으로 인해 주행 중 감속시 순간적으로 연료 공급이 원활하지 않아 시동이 꺼질 수 있음,951,3
1327,2015-01-19,2015-03-12,2016-01-18,4,후륜 구동축의 스프링 브레이크 챔버의 커버와 이를 고정하는 볼트의 조립이 헐거워 주차 브레이크 기능을 저하시킬 가능성,952,1
1328,2015-09-15,2015-09-16,2016-01-18,5,엔진에 연료를 공급하는 파이프의 손상으로 주행 중 연료 누유로 인한 화재발생 가능성,953,3
1329,2011-01-19,2011-02-28,2016-01-18,252,캐니스터 퍼지 밸브의 결함으로 연료탱크가 수축되어 크랙이 생길 경우 연료 누유로 인한 화재발생 가능성,954,5
1330,2014-01-06,2014-04-01,2016-01-18,48,메인퓨즈가 열손상으로 끊어져 엔진시동이 꺼지거나 화재가 발생할 가능성,339,3
1331,2014-03-03,2014-04-02,2016-01-18,48,메인퓨즈가 열손상으로 끊어져 엔진시동이 꺼지거나 화재가 발생할 가능성,338,3
1332,2014-05-27,2014-05-27,2016-01-18,2,메인퓨즈가 열손상으로 끊어져 엔진시동이 꺼지거나 화재가 발생할 가능성,834,3
1333,2014-11-11,2015-12-11,2016-01-27,63,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,955,3
1334,2014-12-15,2015-03-10,2016-01-27,4,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,956,3
1335,2015-03-18,2015-10-09,2016-01-27,6,앞바퀴 스포크(바퀴의 살)의 제작결함으로 주행 중 스포크가 부러질 가능성,957,11
1336,2015-03-05,2015-08-18,2016-01-27,134,변속기 기어의 가공 불량으로 인하여 톱니간 지속적인 충격이 발생함으로써 주행중 파손될 경우 가속 불가능,728,4
1337,2015-03-02,2015-05-13,2016-01-27,19,변속기 기어의 가공 불량으로 인하여 톱니간 지속적인 충격이 발생함으로써 주행중 파손될 경우 가속 불가능,958,4
1338,2014-04-24,2015-12-11,2016-01-27,108,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,959,3
1339,2014-05-06,2015-12-11,2016-01-27,141,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,960,3
1340,2014-11-20,2015-04-16,2016-01-27,126,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,961,3
1341,2015-03-31,2015-12-11,2016-01-27,27,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,962,3
1342,2014-11-21,2015-04-17,2016-01-27,79,엔진 ECM(전자제어시스템) 프로그램 결함으로 인해 연료 게이지 상에는 연료가 있는 것으로 표시되나 실제로는 가용 연료가 없어 시동이 꺼질 가능성,959,3
1343,2015-11-26,2015-11-27,2016-01-29,6,엔진에 연료를 공급하는 파이프의 제작결함으로 주행 중 연료 누유로 인한 화재발생 가능성,963,3
1344,2014-04-06,2014-07-01,2016-01-29,244,와이퍼에서 발생된 정전기가 제거되지 않고 축적되어 와이퍼를 제어하는 전자기기에 영향을 줌으로써 와이퍼가 작동되지 않을 수 있음,964,10
1345,2015-10-12,2015-10-19,2016-02-01,19,운전석조수석의 승하차 손잡이와 조수석 좌석안전띠를 고정하는 나사가 내구성이 떨어져 지속 사용시 나사 파손으로 인하여 안전사고 발생 가능성,965,7
1346,2015-10-19,2015-10-19,2016-02-01,3,운전석조수석의 승하차 손잡이와 조수석 좌석안전띠를 고정하는 나사가 내구성이 떨어져 지속 사용시 나사 파손으로 인하여 안전사고 발생 가능성,966,7
1347,2014-01-28,2014-08-21,2016-02-04,79,앞차축(1축) 브레이크 호스의 제작결함으로 조향시 앞차축 타이어와 간섭이 발생하여 마모가 일어나 브레이크 성능이 저하될 가능성,967,1
1348,2014-01-28,2014-08-21,2016-02-04,39,앞차축(1축) 브레이크 호스의 제작결함으로 조향시 앞차축 타이어와 간섭이 발생하여 마모가 일어나 브레이크 성능이 저하될 가능성,968,1
1349,2013-03-10,2013-03-10,2016-02-04,1,엔진에 장착된 흡입 공기 통로의 고무 패킹 불량으로 인해 적정 공기량보다 많은 공기가 엔진으로 들어갈 경우 시동이 꺼질 가능성 있음,969,3
1350,2013-03-10,2015-08-18,2016-02-04,70,주행중 진동으로 인해 차체와 전기배선의 간섭이 발생하여 시동이 꺼질 가능성 있음,969,8
1351,2006-07-20,2008-09-22,2016-02-15,652,연료탱크가 제설제에 의해 부식되어 크랙이 생길 경우 연료 누유로 인한 화재발생 가능성,454,5
1352,2013-07-12,2013-07-12,2016-02-15,6,"차체길이, 차량중량 안전기준 제원 허용차 범위 초과",970,8
1353,2013-12-20,2015-11-18,2016-02-15,413,차체 상단 표시장치(사인보드) 광도가 밝아서 반대편 운전자의 운행에 영향을 미칠 가능성,971,8
1354,2013-12-20,2015-11-18,2016-02-15,2,차체 상단 표시장치(사인보드) 광도가 밝아서 반대편 운전자의 운행에 영향을 미칠 가능성,968,8
1355,2015-03-30,2015-05-26,2016-02-15,2637,좌석안전띠 부착장치 강도 안전기준 부적합,972,7
1356,2009-12-23,2012-08-09,2016-02-15,71,뱅크앨글센서의 배선이 주행진동에 의해 끊어져 주행중 시동이 꺼지거나 재시동이 불가능할 수 있음,973,6
1357,2010-02-08,2012-07-31,2016-02-15,26,프로펠러 샤프트의 제작결함으로 가속이 불가능하거나 뒷바퀴 잠김으로 인한 급제동 현상이 일어날 가능성,974,1
1358,2010-03-15,2010-08-06,2016-02-15,10,프로펠러 샤프트의 제작결함으로 가속이 불가능하거나 뒷바퀴 잠김으로 인한 급제동 현상이 일어날 가능성,975,1
1359,2012-02-07,2012-05-21,2016-02-15,16,프로펠러 샤프트의 제작결함으로 가속이 불가능하거나 뒷바퀴 잠김으로 인한 급제동 현상이 일어날 가능성,976,1
1360,2011-10-24,2015-10-19,2016-02-18,462,차체 차대번호 미표기,977,8
1361,2012-11-19,2015-08-05,2016-02-18,54,차체 차대번호 미표기,978,8
1362,2013-07-09,2015-04-17,2016-02-18,22,차체 차대번호 미표기,979,8
1363,2014-11-24,2014-11-24,2016-02-18,52,차체 차대번호 미표기,980,8
1364,2013-04-08,2013-07-09,2016-02-18,10,차체 차대번호 미표기,981,8
1365,2015-04-17,2015-09-17,2016-02-18,18,차체 차대번호 미표기,982,8
1366,2012-07-11,2015-10-19,2016-02-18,24,차체 차대번호 미표기,983,8
1367,2012-07-11,2015-10-19,2016-02-18,24,자기인증표시 미부착,983,13
1368,2012-11-19,2015-08-05,2016-02-18,54,자기인증표시 미부착,978,13
1369,2011-10-24,2015-10-19,2016-02-18,462,자기인증표시 미부착,977,13
1370,2013-01-22,2015-04-17,2016-02-18,86,자기인증표시 미부착,984,13
1371,2015-04-17,2015-09-17,2016-02-18,18,자기인증표시 미부착,982,13
1372,2013-04-08,2013-07-09,2016-02-18,10,자기인증표시 미부착,981,13
1373,2013-01-22,2015-06-15,2016-02-18,417,자기인증표시 미부착,985,13
1374,2013-07-09,2015-04-17,2016-02-18,22,자기인증표시 미부착,979,13
1375,2012-11-19,2012-11-19,2016-02-18,7,자기인증표시 미부착,986,13
1376,2014-11-24,2014-11-24,2016-02-18,14,자기인증표시 미부착,987,13
1377,2014-11-24,2014-11-24,2016-02-18,52,자기인증표시 미부착,980,13
1378,2012-11-19,2012-11-19,2016-02-18,7,차체 차대번호 미표기,986,8
1379,2014-11-24,2014-11-24,2016-02-18,14,차체 차대번호 미표기,987,8
1380,2013-01-22,2015-06-15,2016-02-18,417,차체 차대번호 미표기,985,8
1381,2013-01-22,2015-04-17,2016-02-18,86,차체 차대번호 미표기,984,8
1382,2012-03-06,2014-12-31,2016-02-22,5354,차량후드의 잠금장치 결함으로 주행 중 후드가 열릴 가능성,390,13
1383,2012-03-20,2015-06-09,2016-02-22,686,앞바퀴 브레이크 호스의 제작결함으로 브레이크액이 누유될 경우 브레이크 성능이 저하될 가능성 발견,988,1
1384,2012-03-23,2015-06-09,2016-02-22,564,앞바퀴 브레이크 호스의 제작결함으로 브레이크액이 누유될 경우 브레이크 성능이 저하될 가능성 발견,171,1
1385,2015-07-03,2015-07-03,2016-02-22,1,전조등 높낮이 조정 단계 설정이 부적절하여 운전자 시야확보에 문제가 발생할 수 있음,989,10
1386,2010-08-01,2010-10-31,2016-02-22,9251,자동변속기 오일쿨러(Oil Cooler) 호스 손상으로 자동변속기 오일이 누유됨으로써 변속기 작동불량 등이 발생,990,3
1387,2014-12-22,2015-07-06,2016-02-22,3774,LPG 저장탱크 내부의 연료레벨게이지 작동불량으로 연료 잔량에 대한 정확한 정보가 운전자에게 전달되지 않을 가능성이 발견,991,5
1388,2010-08-27,2010-11-11,2016-02-22,5675,자동변속기 오일쿨러(Oil Cooler) 호스 손상으로 자동변속기 오일이 누유됨으로써 변속기 작동불량 등이 발생,243,3
1389,2015-11-02,2015-11-02,2016-02-26,1,"캡 틸트 실린터 브라켓 볼트의 체결토크가 설계치보다 작게 체결되어, 캡 틸트 작업 중 소음 발생 및 브라켓 탈락 가능성 발견",992,13
1390,2007-01-31,2008-12-03,2016-03-14,9,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,500,7
1391,2007-01-31,2008-12-03,2016-03-14,390,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,993,7
1392,2007-01-31,2008-12-03,2016-03-14,19,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,994,7
1393,2007-01-31,2008-12-03,2016-03-14,195,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,5,7
1394,2007-01-31,2008-12-03,2016-03-14,26,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,995,7
1395,2007-01-31,2008-12-03,2016-03-14,5,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,996,7
1396,2007-01-31,2008-12-03,2016-03-14,108,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,503,7
1397,2007-01-31,2008-12-03,2016-03-14,1,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,997,7
1398,2007-01-31,2008-12-03,2016-03-14,613,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,998,7
1399,2007-01-31,2008-12-03,2016-03-14,12,에어백(콘티넨탈 오토모티브 시스템社 부품) 제어장치 내부결함으로 습기 유입시 전원공급장치가 부식되어 이로 인해 차량충돌 시 에어백이 미전개되거나 충돌하지 않아도 에어백이 터지는 등 오작동을 일으킬 가능성,999,7
1400,2012-09-04,2013-03-13,2016-03-15,288,ABS 모듈 접지단자 불량으로 수분이 유입될 경우 ABS 또는 ESC 시스템이 작동되지 않아 안전운행에 지장,1000,1
1401,2015-02-24,2015-09-03,2016-03-15,529,파워 테일게이트 ECU(전자제어장치) 전기 배선 연결부에 수분이 유입되어 파워 테일게이트가 작동되지 않거나 전기배선에서 화재가 발생할 가능성,1001,6
1402,2001-03-09,2002-12-11,2016-03-15,274,에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열 에어백이 전개되거나 좌석안전띠 프리텐셔너가 작동될 가능성 발견,1002,7
1403,2001-09-04,2003-03-28,2016-03-15,467,에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열 에어백이 전개되거나 좌석안전띠 프리텐셔너가 작동될 가능성 발견,1003,7
1404,2013-06-12,2013-10-01,2016-03-15,128,뒷바퀴 브레이크 호스의 제작결함으로 브레이크 오일이 샐 경우 주행 중 뒷 브레이크가 작동되지 않음,832,1
1405,2015-09-09,2015-05-06,2016-03-15,151,유압식 파워스티어링 호스를 고정하는 부품의 장착 불량으로 호스가 이탈되어 오일이 샐 경우 조향기능이 정상적으로 작동되지 않거나 화재 발생 가능성,1004,2
1406,2014-10-21,2016-02-18,2016-03-21,172,ECM(엔진 제어 모듈) 소프트웨어 오류로 주행 중 시동이 일시적으로 꺼져 조향성능이 저하되고 급격하게 감속되어 사고를 일으킬 가능성,63,2
